1859,M.Fredric,NULL,"Shop for a selection of women's apparel and more at M. Frederic.
",Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,310-646-1770,33.94106053,-118.40193279
1840,Wahoo's Fish Taco,NULL,"Wahoo's Fish Taco serves up fresh tacos, burritos, and more.
",Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94095227,-118.40191562
1839,The Habit Burger Grill,NULL,"The Habit serves up a variety of charbroiled burgers, fresh salads, and tasty sides.",Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.940912,-118.401894
1844,Los Angeles Magazine News,NULL,Shop for last minute snacks and souvenirs at Los Angeles Magazine News.,Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,NULL,33.94070403,-118.40198959
1609,DFS Duty Free,NULL,DFS Duty Free offers a variety of products for travelers. Domestic passengers are invited to purchase everything but liquor and tobacco.,Terminal 5,Departure Level,DUTY FREE SHOPS,(310) 348-2632,33.940906,-118.404531
1748,Farmers Market To Go,NULL,Farmers Market offers various healthy options for travelers.,Terminal 5,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-428-4987,33.940877,-118.404192
1757,Loteria!! Grill,NULL,¡Loteria! Grill provides regional Mexican dishes with fresh and homemade salsas.,Terminal 7,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-258-9775,33.941398,-118.399436
1746,Loteria! Grill,NULL,¡Loteria! Grill provides regional Mexican dishes with fresh and homemade salsas.,Terminal 5,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-428-4987,33.940877,-118.404192
1747,Monsieur Marcel Gourmet Market & Bistro,NULL,Monsieur Marcel is a popular gourmet market and bistro featuring healthy organic options.,Terminal 5,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-428-4987,33.940877,-118.404192
1633,Skewers by Morimoto,NULL,"Chef Morimoto's airport restaurant dishes out various deep fried, Japanese kebabs and other menu items.",Terminal 5,Departure Level,FOOD AND BEVERAGE FACILITIES,(310) 337-1011,33.940528,-118.404224
1860,I Love LA,NULL,"I Love LA offers airport shoppers a wide variety of items such as souvenirs, beverages, magazines, and more at reasonable prices.",Terminal 1,Departure Level,GIFT SHOPS AND NEWS STANDS,310-641-1512,33.946641072262,-118.40104282905747
1621,I Love LA,NULL,"I Love LA offers airport shoppers a wide variety of items such as souvenirs, beverages, magazines, and more at reasonable prices.",Terminal 5,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 645-3753,33.941476,-118.404588
1848,SOL Surf,NULL,Shop for surf and beachwear at Sol Surf.,Terminal 1,Departure Level,GIFT SHOPS AND NEWS STANDS,310-641-1538,33.946647,-118.4013
1851,Be Relax,NULL,Unwind with several relaxation and beauty services at Be Relax.,Terminal 1,Departure Level,BUSINESS SERVICES,310-342-0100,33.94664487874867,-118.40128331779101
1691,Rock & Brews Concert Bar & Grill,NULL,Rock & Brews serves up a variety of bar bites.,Terminal 5,Departure Level,FOOD AND BEVERAGE FACILITIES,424-702-1619,33.94106829768135,-118.4045224576721
1855,Rock & Brews Concert Bar and Grill,NULL,Rock & Brews serves up a variety of bar bites.,Terminal 1,Departure Level,FOOD AND BEVERAGE FACILITIES,424-702-4597,33.94667222292691,-118.40128691007783
1874,Aer Lingus,NULL,NULL,Terminal 2,Departure Level,AIR CARRIER,(800) 474-7424,NULL,NULL
1866,Deli & Co.,Grab and go unit at Gate 9.,Grab a sandwich togo from Deli & Co.,Terminal 1,Departure Level,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94601471897333,-118.40067938973595
1936,Deli & Co,NULL,Grab a sandwich togo from Deli & Co.,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,NULL,NULL,NULL
1811,Cantina Laredo,NULL,"Have a cocktail with your burrito and queso at Cantina Laredo, a trendy Mexican cafe.",TBIT,Arrival Level,FOOD AND BEVERAGE FACILITIES,NULL,33.94329368,-118.40866987
1790,USA Today Travel Zone,NULL,Shop at USA Today for last minute snacks and souvenirs.,TBIT,Arrival Level,GIFT SHOPS AND NEWS STANDS,(310) 258-0223,33.9431916,-118.40860471
1820,7-Eleven,NULL,"Shop for snacks, essentials, and more at 7 Eleven.",TBIT,Arrival Level,FOOD AND BEVERAGE FACILITIES,(310) 642-0751,33.94367590849924,-118.40845377256562
1801,Angeleno ,NULL,Shop at Angeleno Modern Luxury for all your travel needs,TBIT,Ticketing Level,GIFT SHOPS AND NEWS STANDS,310-646-1770,33.94377851,-118.40852394
1904,Earl of Sandwich,NULL,Earl of Sandwich is well known for their toasted sandwiches.,TBIT,Ticketing Level,FOOD AND BEVERAGE FACILITIES,323-451-1004,NULL,NULL
1873,WPizza by Wolfgang Puck,NULL,Grab some quick Italian and a cocktail at Wpizza by Wolfgang Puck.,TBIT,Ticketing Level,FOOD AND BEVERAGE FACILITIES,310-646-1770,NULL,NULL
1754,Scoreboard LA,NULL,Enjoy a pre-flight drink at Scoreboard LA and accompany it with a sandwich or hot dog.,TBIT,South Concourse,FOOD AND BEVERAGE FACILITIES,(310) 410-9046,33.939675,-118.409822
1723,Vanilla Bake Shop,NULL,"The Vanilla Bake Shop is the place to pick up macaroons, desserts, a healthy fruit cup or a sandwich.",TBIT,South Concourse,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.942439,-118.410344
1729,Gucci Boutique - Duty Free,NULL,"Gucci is an Italian brand famous for high fashion women's apparel and accessories, such handbags, jewelry and more.",TBIT,Great Hall,DUTY FREE SHOPS,(310) 348-2691,33.943468,-118.410291
1730,Burberry Boutique - Duty Free,NULL,Burberry has an international reputation for fine quality men's and women's apparel as well as handbags.,TBIT,Great Hall,DUTY FREE SHOPS,(310) 348-2785,33.94326522,-118.41002034
1728,Hermes Boutique - Duty Free,NULL,"Hermes is a designer brand of distinction; you can shop for a purse, jewelry, women's apparel, or fragrances.",TBIT,Great Hall,DUTY FREE SHOPS,NULL,33.943349,-118.410232
1725,Emporio Armani,NULL,"Emporio Armani stands for high quality, featuring men's apparel, women's apparel, jeans, sunglasses and more.",TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,310-646-1770,33.94346146,-118.41036071
1697,Relay ,NULL,Relay is a one-stop shop for items in demand by busy travelers.,TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,(310) 665-9839,NULL,NULL
1703,The Economist,NULL,"From electronics to candy, The Economist seeks to please every traveler's needs.",TBIT,North Concourse,GIFT SHOPS AND NEWS STANDS,(310) 665-9833,33.944781,-118.410613
1752,James' Beach,NULL,James Beach Restaurant & Bar is a local favorite with a long list of cocktails and savory tacos.,TBIT,North Concourse,FOOD AND BEVERAGE FACILITIES,(310) 410-9026,33.945079,-118.410617
1742,Saudi Arabian Airlines,NULL,NULL,TBIT,NULL,AIR CARRIER,(800) 472-8342,NULL,NULL
1745,Etihad Airways,NULL,NULL,TBIT,Departure Level,AIR CARRIER,(877) 690-0767,NULL,NULL
1884,WOW Air,NULL,NULL,TBIT,Departure Level,AIR CARRIER,(866) 512-8364,NULL,NULL
1882,Mokulele Airlines,NULL,NULL,Terminal 6,Departure Level,AIR CARRIER,(800) 260-7070,NULL,NULL
1865,SAS (Scandanavian Airlines),NULL,NULL,TBIT,Departure Level,AIR CARRIER,(800) 221-2350,NULL,NULL
809,Travelers Info-VIP,NULL,NULL,Terminal 6,Arrival Level,TRAVELERS ASSISTANCE,(310) 646-2276,NULL,NULL
808,Travelers Info-VIP,NULL,NULL,Terminal 5,Arrival Level,TRAVELERS ASSISTANCE,(310) 646-2275,NULL,NULL
1702,Bead Factory,NULL,"Offering beads from all over the world, the Bead Factory features a wide selection of jewelry, watches and women's apparel.",TBIT,North Concourse,GIFT SHOPS AND NEWS STANDS,310-258-9722,33.945347,-118.410807
1683,Umami Burger,NULL,"Eat at Umami Burger if you want a handcrafted, grass fed burger, and other tasty menu items.",TBIT,Great Hall - Food Court,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94387796,-118.41006045
1900,Kentucky Fried Chicken,NULL,KFC is known worldwide for their fried chicken.,TBIT,Departure Level,FOOD AND BEVERAGE FACILITIES,310-307-7533,NULL,NULL
1720,Larder at Tavern,NULL,Larder at Tavern serves up tasty sandwiches and various bakery items. There's also a farmers market section offering various organic products.,TBIT,Great Hall - Food Court,FOOD AND BEVERAGE FACILITIES,(310) 258-9556,33.94378911,-118.41043846
1695,Porsche Design,NULL,The luxury car brand Porsche offers a wide range of apparel and accessories for both men and women.,TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,310-216-9320,33.94372728,-118.41059899
1711,Chaya Sushi,NULL,"Chaya is a favorite with travelers who want to enjoy fresh sushi, rice balls and other Asian dishes.",TBIT,Great Hall,FOOD AND BEVERAGE FACILITIES,310-645-0980,33.94364673,-118.41058724
1719,Border Grill,NULL,"Border Grill is known as a great place to eat, have a beer, margarita or cocktails at the bar while watching TV.",TBIT,Great Hall - Food Court,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94359989,-118.41042488
1726,Coach,NULL,"Quality handbags, small leather goods and accessories in all the latest fashion colors are showcased perfectly in this dramatic corner store. Founded in a New York City loft in 1941, Coach has emerged as a top designer – the perfect luxury specialty retai",TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,(424) 750-9171,33.94316935,-118.41039355
1727,Bvlgari,NULL,"Leading the lineup of luxury brands in LAX is the spectacular Bulgari shop. This is truly the last word in jewelry, watches and accessories – Italian style. A destination in itself, this store is not to be missed!",TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,310-646-1770,33.94316086,-118.4102669
1696,Tumi,NULL,"Since 1975, Tumi has been creating world-class business and travel essentials designed to upgrade, uncomplicate and beautify all aspects of life on the move. The Tumi store in LAX is a perfect example of the brand’s reach and power. Trust Tumi for  luxury",TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,(424) 800-2315,33.94379658,-118.4106001
1699,Victoria's Secret,NULL,"International travelers and frequent flyers love a little luxury – and that’s just what they find at Victoria’s Secret. Indulgent beauty products, fragrances, branded accessories – and of course those sophisticated little underthings – are ready for takeo",TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,424-800-2355,33.94339665,-118.4105507
1655,People News,NULL,"From Pippa to Kim to Lindsay…the world’s first and still most popular entertainment magazine brings the industry alive each week. Now the excitement and name recognition of People comes to Terminal 8, with a full-service newsstand that is at heart a Hudso",Terminal 8,Departure Level,GIFT SHOPS AND NEWS STANDS,310-337-6727,33.941479,-118.397147
1654,E! News,NULL,"Faithful fans of the E! network know that this is the place for the latest breaking updates on their favorite Hollywood stars and the day’s hottest stories. Welcome to E! News – a fashionable, fun walk down the famous ‘red carpet.”

",Terminal 8,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 338-2114,33.942422,-118.397324
1645,Rip Curl,NULL,"Rip Curl is the most recognized name on the planet for high performance surf, ski and snowboarding equipment and apparel. This new store celebrates the outdoor California lifestyle with all the latest board shorts, beachwear, headgear and other high-perfo",Terminal 5,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 417-8630,33.941305,-118.404556
1644,Mattel Experience,NULL,"The number one toy company in the world got its start in a humble garage workshop in Southern California back in 1945. Now “The Mattel Experience” comes to LAX, with all the premier brands and licenses that Mattel has made famous: Hot Wheels, Matchbox, Ba",Terminal 5,Departure Level,GIFT SHOPS AND NEWS STANDS,310-641-1439,33.941476,-118.404588
1646,Magic Johnson Sports,NULL,"There’s retail magic inside this exciting sports store in Terminal 5, the first ever dedicated to LA hero Earvin “Magic” Johnson. The Lakers purple-and-yellow décor sends the message: you’re in LA!",Terminal 5,Departure Level,GIFT SHOPS AND NEWS STANDS,310-337-9414,33.941559,-118.404605
1731,Hugo Boss,NULL,"The world-renowned men’s high-style apparel brand is presented in a sleek and contemporary store, complete with dressing room. The Hugo Boss store is THE high-end fashion and lifestyle brand for men, known the world over.",TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,(424) 750-9982,33.94367258,-118.41059008
1807,Hudson News,NULL,"The famous national newsstand brand, Hudson News, is known as The Traveler’s Best Friend. Here can be found all the traveler’s essentials – reading materials, snacks, beverages, souvenirs, health & beauty aids, electronics and more. Featuring a four-posit",Terminal 3,Departure Level,GIFT SHOPS AND NEWS STANDS,(310)338-2003,33.94667206,-118.40723324
1643,Hollywood Style,NULL,"Hollywood Style is a trendy gallery shop in Terminal 4 that includes an ever-changing selection of hip, LA-style fashionable apparel, accessories, sunglasses and luggage for fashion-forward men and women",Terminal 4,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 337-6761,33.940678,-118.406951
1916,Panda Express ,NULL,"Since 1983, Panda Express has pioneered the quick-service Chinese food market and quickly became the quick serve Asian cuisine of choice for consumers and developers. Nearly 30 years and 1,500 stores later, Panda Express continues to provide quality Chine",Terminal 8,Departure Level,FOOD AND BEVERAGE FACILITIES,310-307-7547,33.9427159972689,-118.39729846527268
1680,Panda Express,NULL,"Since 1983, Panda Express has pioneered the quick-service Chinese food market and quickly became the quick serve Asian cuisine of choice for consumers and developers. Nearly 30 years and 1,500 stores later, Panda Express continues to provide quality Chine",TBIT,Great Hall - Food Court,FOOD AND BEVERAGE FACILITIES,(424) 750-9969,33.94380474,-118.41034168
1753,LAMILL Coffee,NULL,"Get buzzed at Lamill Coffee, a chic newcomer to the coffee scene from Los Angeles’ trendy Siverlake neighborhood.
Located post-security in TBIT, Lamill introduces a fresh, new culinary approach to coffee that goes far beyond standard
coffeehouse fare, i",TBIT,North Concourse,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.945382,-118.410885
1635,Carl's Jr - Green Burrito,NULL,"Carl's Jr. is an American-based fast-food restaurant chain operating in the Western and Southwestern states that has
landed in LAX Terminal 8 to bring to its guests one of the best burgers in town!",Terminal 8,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-0249,33.942557,-118.397378
1786,The Coffee Bean & Tea Leaf,NULL,"Born and brewed in Southern California since 1963, The Coffee Bean & Tea Leaf delivers the taste and aroma of the
world’s best coffees and teas. In addition to coffee & tea, this location has an extensive line of bakery and food grab &
go items.",TBIT,Ticketing Level,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94329985,-118.40858084
1638,Corona Bar,NULL,American comfort food with a Mexican touch and a great bar and lounge area to relax.,Terminal 8,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-0250,33.941301,-118.397109
1734,Engine Co. No. 28,NULL,"Located in T8, Engine Co. No. 28 is a restaurant serving Classic American dishes with a Southern touch with a full bar.",Terminal 8,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-0256,33.942075,-118.397222
1935,Hong Kong Airlines,NULL,NULL,TBIT,Departure Level,AIR CARRIER,(855) 393-3880,NULL,NULL
645,Pedus Building Service,NULL,NULL,TBIT,Departure Level - Custodial Service,"CUSTODIAL SERVICE, GENERAL AIRPORT CLEANING SERVICES",(310) 646-1313,NULL,NULL
650,Philippine Airlines,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(310) 646-2693,NULL,NULL
691,Riscomp Industries,NULL,NULL,Terminal 5,T-5,NULL,(310) 646-0361,NULL,NULL
720,Singapore Airlines,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(866) 767-2247,NULL,NULL
468,ITS (Int'l Total Services Security Screening),Services provided at LAX.,NULL,Terminal 3,NULL,CONTRACT SECURITY SERVICES,(310) 410-5330,NULL,NULL
472,Japan Airlines,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(310) 646-2640,NULL,NULL
495,KLM Royal Dutch Airlines,NULL,NULL,TBIT,NULL,AIR CARRIER,(310) 646-1139,NULL,NULL
499,Korean Airlines,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(800) 438-5000,NULL,NULL
1191,TSA Lost & Found,"To retrieve items left behind in any of the passenger security checkpoints, contact the above number from the hours of 0600-2200.  Office is open 7 days a week.     ",NULL,Terminal 6,NULL,GOVERNMENT AGENCIES,(310) 242-9073,NULL,NULL
1221,One Source,NULL,NULL,TBIT,NULL,GENERAL AIRPORT CLEANING SERVICES,646-1313,NULL,NULL
1237,West Jet,NULL,NULL,Terminal 2,NULL,AIR CARRIER,(888) 937-8538,NULL,NULL
1072,Virgin Atlantic,NULL,NULL,Terminal 2,NULL,AIR CARRIER,(310) 215-4342,NULL,NULL
1140,Lufthansa,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(310) 646-7150,NULL,NULL
1089,Bravo Aviation,Heliport facilities,NULL,Terminal 4,NULL,AIRCRAFT CHARTERS,(310) 337-6701,NULL,NULL
1141,Swiss International Air Lines Ltd.,NULL,NULL,TBIT,NULL,AIR CARRIER,(877) 359-7947,NULL,NULL
765,Superior Airline Services,NULL,NULL,Terminal 3,NULL,AIRCRAFT SERVICES,(310) 410-1132,NULL,NULL
804,Travelers Info-VIP,NULL,NULL,Terminal 1,Arrival Level,TRAVELERS ASSISTANCE,(310) 646-2271,NULL,NULL
805,Travelers Info-VIP,NULL,NULL,Terminal 2,Arrival Level,TRAVELERS ASSISTANCE,(310) 646-2272,NULL,NULL
806,Travelers Info-VIP,NULL,NULL,Terminal 3,Arrival Level,TRAVELERS ASSISTANCE,(310) 646-2273,NULL,NULL
807,Travelers Info-VIP,NULL,NULL,Terminal 4,Arrival Level,TRAVELERS ASSISTANCE,(310) 646-2274,NULL,NULL
810,Travelers Info-VIP,NULL,NULL,Terminal 7,Arrival Level,TRAVELERS ASSISTANCE,(310) 646-2277,NULL,NULL
811,Travelers Info-VIP,NULL,NULL,TBIT,Arrival Level,TRAVELERS ASSISTANCE,(310) 646-7365,NULL,NULL
822,"U.S. Dept. of Agriculture, Dept. of Plant Protection",NULL,NULL,Terminal 2,Arrival Level,"GOVERNMENT AGENCIES, AGRICULTURE",(310) 646-2936,NULL,NULL
823,"U.S. Dept. of Agriculture, Dept. of Plant Protection",NULL,NULL,Terminal 6,Arrival Level,"GOVERNMENT AGENCIES, AGRICULTURE",(310) 348-7512,NULL,NULL
1040,"U.S. Dept. of Agriculture, Dept. of Plant Protection",NULL,NULL,TBIT,Arrival Level,"GOVERNMENT AGENCIES, AGRICULTURE",(310) 215-2431,NULL,NULL
1041,"U.S. Dept. of Agriculture, Dept. of Plant Protection",NULL,NULL,Terminal 5,Arrival Level,"GOVERNMENT AGENCIES, AGRICULTURE",(310) 646-4397,NULL,NULL
829,U. S. Customs Service,NULL,NULL,TBIT,Arrival Level - Tom Bradley International Terminal,GOVERNMENT AGENCIES,(310) 568-7545,NULL,NULL
833,U.S. Immigration and Naturalization Service,NULL,NULL,TBIT,Arrival Level - Tom Bradley International Terminal,GOVERNMENT AGENCIES,(310) 568-7500,NULL,NULL
840,U.S. Public Health Service,"For public inquiries, call the Centers for Disease Control and Prevention (CDC) Hotline:
(888) 246-2675",NULL,TBIT,Division of Quarantine,GOVERNMENT AGENCIES,(310) 215-2427,NULL,NULL
841,U.S. Public Health Service,"For public inquiries, call the Centers for Disease Control and Prevention (CDC) Hotline:
(888) 246-2675",NULL,Terminal 2,Arrival Level,GOVERNMENT AGENCIES,(310) 215-2427,NULL,NULL
113,American Building Maintenance (ABM),NULL,NULL,Terminal 2,Departure Level,"CUSTODIAL SERVICE, GENERAL AIRPORT CLEANING SERVICES",(310) 670-3057,NULL,NULL
22,Aeroflot,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(310) 281-5300,NULL,NULL
1457,Aeromexico ,NULL,NULL,Terminal 2,NULL,AIR CARRIER,(310) 646-0339,NULL,NULL
318,El Al Israel Airlines,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(310) 646-3765,NULL,NULL
1941,CNBC,NULL,NULL,TBIT,NULL,GIFT SHOPS AND NEWS STANDS,424-732-3956,NULL,NULL
1894,Blue Window,NULL,"Blue Window serves up sandwiches, wraps, and healthy salads.",Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-0264,33.94596465501241,-118.40739698221375
1940,moshi ,NULL,NULL,Terminal 4,NULL,GIFT SHOPS AND NEWS STANDS,NULL,NULL,NULL
1905,Planet Hollywood,NULL,"Planet Hollywood grills up appetizers, burgers, entrees, and more.",TBIT,Ticketing Level,FOOD AND BEVERAGE FACILITIES,323-451-1004,NULL,NULL
1758,The Coffee Bean & Tea Leaf,NULL,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",Terminal 7,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-258-9775,33.941398,-118.399436
1924,nekter,NULL,"Get your daily dose of nutrients, improve your digestion, increase your energy, and boost your immune syst Juice Bar. Handcrafted juices, smoothies and acai bowls are natural, clean and always buzzing with energizing and nutrient-rich ingredients.",Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,NULL,NULL,NULL
1809,Hudson LAXpress (Gate 35),NULL,Hudson News features a wide array of last minute items for travelers.,Terminal 3,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 338-5453,33.946678,-118.407226
1930,Moshi,NULL,"Priding itself on offering unique accessories, Moshi is your one-stop-shop when it comes to finding quality one-of-a-kind items. Make sure you stop by this Terminal 3 gem!",Terminal 3,Departure Level,GIFT SHOPS AND NEWS STANDS,NULL,NULL,NULL
1931,Soundstage Market by Hudson,NULL,This convenient grab-and-go station offers refreshing beverages and tasty snacks to make your flight an enjoyable one.,Terminal 3,Departure Level,GIFT SHOPS AND NEWS STANDS,NULL,NULL,NULL
1932,The Parlor,NULL,"An iconic LA gastro-pub, The Parlor is a classic ode to the “good ole days” with well-crafted cocktails and a warm, nostalgic dining experience.",Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-3505,NULL,NULL
1928,La Familia,NULL,This vibrant restaurant will have you craving everything on the menu. Take a seat and bask in the moment while enjoying a delicious meal & refreshing beverage.,Terminal 3,NULL,FOOD AND BEVERAGE FACILITIES,310-307-7499,NULL,NULL
1939,Ashland Hill (and Bar),NULL,Ashland Hill’s food has been called “nuanced and delicious” with menus that draw from its California roots. Discover your inner foodie at this classic LA-based restaurant. ……. In search of the perfect drink? Look no further. Ashland Hill Bar’s vibrant ing,Terminal 3,NULL,FOOD AND BEVERAGE FACILITIES,NULL,NULL,NULL
1927,The New Stand,NULL,"The New Stand shop carries a variety of merchandise. From new media to high fashion, and weird toys to other interesting finds; you won’t come across anything quite like this.",Terminal 1,NULL,GIFT SHOPS AND NEWS STANDS,310-922-1302,NULL,NULL
1909,Reilly's Irish Pub,NULL,"Based on the West Hollywood original, this cozy pub serves up comfort food like grilled cheese, corned beef sliders, and nachos, as well as a wide selection of sandwiches, burgers, and street tacos in fun flavors. Beer lovers can try a flight to sample se",Terminal 1,Departure Level,FOOD AND BEVERAGE FACILITIES,NULL,33.947337509405685,-118.40123594810654
1929,Einstein Bros. Bagels,NULL,"With freshly baked bagels, sandwiches and coffee and so much more, Einstein Bros. Bagels is a delicious option day or night. Stop on in. ",Terminal 1,NULL,FOOD AND BEVERAGE FACILITIES,NULL,NULL,NULL
1888,Los Angeles America!,NULL," This regional specialty store houses a curated array of charming souvenirs, gifts, apparel and accessories associated with local pride, pop culture, and current events.",TBIT,Departure Level,GIFT SHOPS AND NEWS STANDS,310-339-9243,NULL,NULL
1923,LAX Essentials,NULL,The easiest way to stay on top of the hottest breaking news and financial updates is to tune into this shop’s conveniently located displays featuring CNBC’s original programming. Snacks and bottled beverages are also available for any last-minute needs.,TBIT,Departure Level,FOOD AND BEVERAGE FACILITIES,NULL,NULL,NULL
1871,DFS Duty Free - Fashion and Watches,NULL,"After more than 50 years in the travel retail industry, DFS is recognized as a leading luxury shopping destination for the world traveler. Throughout our history, we have nurtured the relationships built with our customers, our brand partners and our empl",TBIT,Great Hall,DUTY FREE SHOPS,310-348-2727,33.94360824,-118.41014858
1870,DFS Duty Free - Beauty and Spirits,NULL,"After more than 50 years in the travel retail industry, DFS is recognized as a leading luxury shopping destination for the world traveler. Throughout our history, we have nurtured the relationships built with our customers, our brand partners and our empl",TBIT,Great Hall,DUTY FREE SHOPS,310-348-2773,33.94305878,-118.41000618
1749,Coffee Corner,NULL,NULL,Terminal 5,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-428-4987,33.9409037023787,-118.40410080489346
1687,Drink.LA,NULL,"Drink LA offers good things to eat and drink, serving champagne, beer, wine, liquor and cocktails of all descriptions.",TBIT,Great Hall - 5th Level,FOOD AND BEVERAGE FACILITIES,(310) 216-9861,33.943463,-118.410433
1886,BLU2o,NULL,Blu2O Bar offers cocktails along with a variety of bar bites and small plates.,Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,310-641-1785,33.94049794,-118.40190228
1806,ESavvy,NULL,Shop for the latest electronics and tech accessories at eSavvy.,Terminal 2,Arrival Level,GIFT SHOPS AND NEWS STANDS,(424) 277-3772,33.94546444,-118.4037322
1862,Access Hollywood,NULL,"Shop for snacks and gifts at Access Hollywood.
",Terminal 6,Arrival Level,GIFT SHOPS AND NEWS STANDS,NULL,33.94286285707541,-118.40191454698731
1652,Hugo Boss,NULL,"Synonymous with style, Hugo Boss is well known for classic high end designer men's apparel.
",Terminal 7,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 568-8747,33.941794,-118.399752
1755,The Counter Custom Built Burgers,NULL,"The Counter is a burger joint for the 21st century, also serving additional menu items including sweet potato fries, parfaits and beverages.
",Terminal 7,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,(310) 227-4423,33.941398,-118.399436
1756,BLD,NULL,"BLD restaurant features an American classic menu, offering breakfast, lunch and dinner, as well as lighter options for the more health-minded traveler.
",Terminal 7,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-258-9775,33.941398,-118.399436
1718,Ford's Filling Station,NULL,"Ford's Filling Station serves trendy, tasty dishes in their restaurant as well as a place to watch to watch the game.",Terminal 5,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-0254,33.940515,-118.404401
1815,LA Times Newsstand,NULL,"For travelers in a hurry, LA Times Newsstand offers salads, sandwiches, parfaits and more, plus a variety of beverages.",Terminal 5,Departure Level,GIFT SHOPS AND NEWS STANDS,213-235-0254,33.940444,-118.404364
1608,DFS Duty Free,NULL,DFS Duty Free offers a variety of products for travelers. Domestic passengers are invited to purchase everything but liquor and tobacco.,Terminal 4,Departure Level,DUTY FREE SHOPS,(310) 216-7134,33.941943,-118.406866
1630,Homeboy Cafe,NULL,Homeboy Cafe serves up Peet's Coffee & Tea accompanied by a wide assortment of sandwich and bakery items.,Terminal 4,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-0253,33.94193090758138,-118.40687455092615
1641,Entertainment Weekly Newsstand,NULL,Entertainment Weekly Newsstand offers reading material along with snacks and beverages.,Terminal 4,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 568-8286,33.941777,-118.407066
1631,Sammy's Woodfired Pizza,NULL,Sammy's Woodfired Pizza features a restaurant/bar offering east coast style pizza.,Terminal 4,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-0251,33.941312,-118.406737
1489,Hudson Booksellers,NULL,Grab a novel before your flight at Hudson Booksellers.,Terminal 4,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 568-0416,33.941114,-118.406897
1856,Dunkin Donuts,NULL,Enjoy a bit of the East Coast at Dunkin' Donuts.,Terminal 4,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-0259,33.941007,-118.406911
1642,Sunglass Hut,NULL,Sunglass Hut is the go-to place to shop for sunglasses.,Terminal 4,Departure Level,GIFT SHOPS AND NEWS STANDS,310-649-5579,33.940711,-118.406857
